date,rating,description,hotel_name,city,country,language
2022-08-22,10,The property and the multiple pools were terrific.  The dining options were also superb.  I wish there was more of a beach area on the ocean.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-22,10,Wonderful resort! Will definitely visit again. Very spacious; clean; good food; amazing service; and great for families.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-22,8,All staff was excellent. Suggestion to have small but Cute garbage disposals at swimming pool bar areas to avoid garbage from straws; pineapple skin etc. to be left at bar making it look dirty dirty. Otherwise all service was great!,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-22,10,Loving staff in the resort. Kids friendly; they were able to accommodate! Wish they were all inclusive though.,InterContinental Presidente,Cancun,Mexico,en
2022-08-22,10,La playa la tienen impecable,InterContinental Presidente,Cancun,Mexico,es
2022-08-22,10,Very clean; friendly staff; great clean beach and pools; good restaurants but food way overpriced,InterContinental Presidente,Cancun,Mexico,en
2022-08-22,10,La playa la tienen impecable,InterContinental Presidente,Cancun,Mexico,es
2022-08-22,10,Very clean; friendly staff; great clean beach and pools; good restaurants but food way overpriced,InterContinental Presidente,Cancun,Mexico,en
2022-08-21,10,Beach was well maintained and beautiful. Food was excellent. Staff was friendly and accommodating.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-21,10,Great service; great food. Friendly  staff.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-21,10,We loved it,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-21,10,Beautiful beach and friendly staff,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-21,8,Food and facilities were excellent. Staff very friendly and rm very clean . Beach was great for family.  Food in all restaurant Delicious; especially French ; Mexico as well as Italy restaurant. Good location to take ferry to other island,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-20,10,I can’t say enough good things.   We thought about Cancun and we thought spring break. This hotel is not the typical drunk fest spring break or hotel; and instead is a quiet peaceful private beach away from the crowds. This is one of our favorite hotels in the entire world to stay at.  It blew away our expectations; and made us want to come back to Cancun; which was very unexpected. We took scuba lessons while at the hotel; and that also exceeded our expectations.,InterContinental Presidente,Cancun,Mexico,en
2022-08-20,10,I can’t say enough good things.   We thought about Cancun and we thought spring break. This hotel is not the typical drunk fest spring break or hotel; and instead is a quiet peaceful private beach away from the crowds. This is one of our favorite hotels in the entire world to stay at.  It blew away our expectations; and made us want to come back to Cancun; which was very unexpected. We took scuba lessons while at the hotel; and that also exceeded our expectations.,InterContinental Presidente,Cancun,Mexico,en
2022-08-19,10,We loved everything about this resort!!! We tried almost all the restaurants and our favorite was La Basilica; it is worth the $50 extra you have to pay.  All the other restaurants were also excellent.  Their buffet was excellent.  The staff was very friendly and helpful.  The wait staff on the beach and the pool was excellent; it was like they knew your drink was almost gone and they were there.  The rooms were nice and clean and the turn-down service was excellent.  I would definitely go back to this resort.  We were 4 adults they accommodated with rooms right beside each other and the balcony were right next to each other so we could hang out when we wanted to.  There were some kids around that we didn't care for; but you can upgrade to executive and that area is adults only.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-19,10,Everything was great at Grand fiesta Americana coral beach; in fact it might be one of the best all inclusive hotel in Cancun. The location is excellent; the staff are wonderful; the ambiance is on point; my only complaint is the showering water; it has a strange/ salt water odor.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-19,10,the hotel is not for adults but good for  families,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-19,10,Great service.  Hotel looks a bit aged specially the pool area. Great food variety and wonderful staff.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-19,10,The service was absolutely exquisite. Great family vacation spot!,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-19,8,Pretty good,InterContinental Presidente,Cancun,Mexico,en
2022-08-19,2,Expedia sold this property as all inclusive…Surprise! Surprise! Management informed us the is the room only upon check-in.  Expedia is employing shady and bad business practices to lure and keep customers.  Please help me stop the trend.,InterContinental Presidente,Cancun,Mexico,en
2022-08-19,8,Pretty good,InterContinental Presidente,Cancun,Mexico,en
2022-08-19,2,Expedia sold this property as all inclusive…Surprise! Surprise! Management informed us the is the room only upon check-in.  Expedia is employing shady and bad business practices to lure and keep customers.  Please help me stop the trend.,InterContinental Presidente,Cancun,Mexico,en
2022-08-18,10,Excellent property both inside and out. Service and staff were excellent; friendly; and professional.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-18,10,Excellent place to enjoy a vacation.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-18,10,I highly recomend this hotel; the people who works there are the best! The food is delicious no need to go to eat outside; caribeño and the people who works there were great. The beach is quite and peacefull. I wil only add an entertainment room for kids and teens. I will definetely go back.,InterContinental Presidente,Cancun,Mexico,en
2022-08-18,10,Beach was outstanding. Service was amazing. Would stay again.,InterContinental Presidente,Cancun,Mexico,en
2022-08-18,10,I highly recomend this hotel; the people who works there are the best! The food is delicious no need to go to eat outside; caribeño and the people who works there were great. The beach is quite and peacefull. I wil only add an entertainment room for kids and teens. I will definetely go back.,InterContinental Presidente,Cancun,Mexico,en
2022-08-18,10,Beach was outstanding. Service was amazing. Would stay again.,InterContinental Presidente,Cancun,Mexico,en
2022-08-17,10,A beautiful and very well run resort. Everything was perfect,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-17,6,Clean but dated rooms. Beautiful beach; and beach views from rooms however no balcony. Lack of dining options on site. Beach restaurant does not know how to properly grill fresh frish; only baking or frying options.,InterContinental Presidente,Cancun,Mexico,en
2022-08-17,6,Clean but dated rooms. Beautiful beach; and beach views from rooms however no balcony. Lack of dining options on site. Beach restaurant does not know how to properly grill fresh frish; only baking or frying options.,InterContinental Presidente,Cancun,Mexico,en
2022-08-16,10,Beautiful property. Spacious and clean. Workers are all very friendly and helpful. Pools are incredible and were not crowded. Plenty of food and drinks available all day long.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-16,10,The staff was very friendly. The resort was beautiful.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-16,8,The property was very clean room was great the only thing was everything was closed by 11pm if I payed for an all inclusive hotel that’s what I expect.  A sports bar would be great to serve alcohol snacks and entertainment for adults after hours. It felt like I was a teen with a curfew if 11 because literally there was nothing to do on the property after 11 but otherwise my vacation was great,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-15,10,This resort was the bomb! It was clean; the staff were really nice; the food and dining options were good(especially the vegetarian option); and they offered shows and activities for the family and grown folks. And the resort is right off of the beautiful beach(they keep it clean). I would definitely recommend this resort; especially with the all inclusive(free unlimited) drinks and food and it’s right next to the strip of clubs and bars(like a 3-5 minute walk). I truly enjoyed my stay here with family. Ima definitely come back!,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-15,10,Great hotel. Doesnt look that grand from the front aspect; but dont let that fool you. Staff so hard working and always extremely polite and helpful. Very clean. Swimming pools and balcony views absolutely amazing. Breakfast buffet ideal. Even though 5 *  it wasnt really formal and felt comfortable bringing children. My only criticisms are the games room off the lobby is only open in the evening and can get quite busy. It would be great if kids can use it during the day too when you just want to relax in the hotel. They have a kids club but its age 3-12. My kids didnt want to go and mix with younger ones so the hotel could benefit from more facilties for pre-teens to socialise in. Also the wait for ordering at the pool bar can be quite some time. They are just rushed off their feet and more staff needed in that area. Food wise we tried a few of the restaurants for evening meals; adult choices lovely but there wasnt much option for kids. Stuck to buffet breakfast; cafe grab n go; pool bar and room service most of the time. Lots of places to eat outside in the hotel zone but as its all inclusive you feel you should eat at the hotel. Overall would definitely recommend staying here.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-13,10,My husband and I stayed here for our honeymoon. The customer service was the best I’ve ever had. The staff was incredible. The buffet was good and the restaurants were even better.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-13,10,It is the best time !! The peace the service everything was perfec !!! It is the best hotel !🇲🇽,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-12,8,Overall pleasing environment. The beach is probably the best part of this Resort. The entire resort is extremely clean. Twice a day room service was great. Few in-resort dining options were great like the Mexican Restaurant and the Buffet and some were very disappointing. Some staff were very helpful and welcoming and on the other hand some really didn't care like the girls at the restaurant reservation desk. Not enough entertainment staff around the pools for sports like beach/pool volleyball etc. No night club at the resort. Spa was good. I liked the no-pressure of buying their membership. We will definitely stay there again.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-11,10,the employees are kind; respectful; and friendly.,InterContinental Presidente,Cancun,Mexico,en
2022-08-10,10,The food and service were excellent.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-10,6,very bad they don’t recognize our IHG tier because it was made trough expedia; they promote not using expedia,InterContinental Presidente,Cancun,Mexico,en
2022-08-08,10,This hotel is beautiful!  Everyone is so nice.  The only thing I think needs improvement is there buffet.  It’s small and not many choices.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-08,10,The room service was great! Staffs were polite and friendly. Very happy with the food and dinning options!  Love the views and the location.  Everything was perfect!,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-08,10,The resort was incredible for my family.  It was easily accessible to all areas without getting lost.  I loved the 3 onsite restaurants and all the staff was very courteous and friendly.  The beach was amazing and I felt my kids were safe swimming in the beautiful ocean.  No seaweed at all and the property is nicely maintained.,InterContinental Presidente,Cancun,Mexico,en
2022-08-07,10,This hotel was amazing will defined stay here again. The food at every restaurant was delicious. The customer service was wonderful. Another great things is that it is right where everything is as far as restaurants; night clubs or if you just want to take a stroll.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-07,10,Overall great place to stay. Amazong beach and pools on site; extremely friendly and helpful staff; on site spa and very good food options. The only downside to this resort is that it is not adults only. Some parents allow there children to do whatever they want including be disrepectful to other guests; particularly in the pool. Not a reflection on the hotel though; just be mindful of this when booking.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-07,10,Beautiful resort. Outstanding food. Room was gorgeous; clean; and had so many accessories. Staff were so incredibly friendly and kind. Only complaint was that there were never enough pool chairs and umbrellas; but all in all one of the best travel experiences I’ve ever had. Definitely recommend,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-06,10,Amazing food; view; staff.  Overall great experience,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-05,10,The food and the beach are amazing   Service was 5 star and extras for VIP are worth the upgrade. My family and I loved our stay. Spa was perfect too,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-05,6,Pools and kids club were good making this hotel super family friendly but there is no night life here; servicing alcohol is restricted to specific hours.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-05,10,Property was great all around.  Only thing we wished was different was being able to get our own food at the buffet.  The employees had to serve food which was somewhat annoying.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-04,4,Extremely disappointed. The drinks are very water down. My TV didn’t work (we have a toddler) the bathtub had this weird smell to it. Finally my mini fridge wasn’t filled daily with water we had to call constantly,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-04,10,Excelente servicio. El hotel hermoso; limpio; lo empleados siempre atentos a tus necesidades. Rica comida; los shows de la noche muy buenos. Me falto un poco mas de fiesta mexicana  casi toda la musica en ingles y te encuentras un grupo de Mariachis (excelente)solo en el restaurante la Joya.,Grand Fiesta Americana,Cancun,Mexico,es
2022-08-04,10,This property is beautiful with the most breathtaking views. Stayed in the Infinite club and it was totally worth it. The staff through the entire resort are welcoming and helpful.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-03,10,Excelente hotel,Grand Fiesta Americana,Cancun,Mexico,it
2022-08-03,10,We had our best family vacation ever at the Grand Fiesta! Unbelievable staff; amazing facilities; and non-stop activities!,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-03,10,It’s good but could be better,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-03,10,Safe; clean; well organized property & the kids enjoyed the kids club. We hired a babysitter from there and we were very pleased how organize everything was.,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-03,10,Very good resort,Grand Fiesta Americana,Cancun,Mexico,en
2022-08-02,10,This hotel began and ended with very friendly and accommodating staff. Our rooms were ready early and were clean!  Great shopping was within walking distance and the food was of great quality!  I would definitely recommend this hotel!,Hyatt Regency Palais,Nice,France,en
2022-08-01,10,Excellent stay at this resort; very clean; we were taken care of every day; food at all the restaurants was exceptional; service was exceptional; will recommend this resort to everyone,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-31,10,The perfect resort for a family vacation.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-31,10,I love the staff they were welcoming and polite.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-30,10,The food here is fantastic with lots and lots of options.  The staff are professional and friendly.  The resort itself is gorgeous! The price for what you're getting here is a real value too. I would highly recommend this resort overall.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-30,6,The property is fantastic only problem is they need more coordination I had to wait 2 hours to get into my room.,InterContinental Presidente,Cancun,Mexico,en
2022-07-29,10,Wonderful views from the top floor.,barriere-le-majestic,Cannes,France,en
2022-07-29,8,chicken tenders; can only get these by pool side.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-29,10,Spectacular staff and overall excellent resort!!!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-29,10,I like it!,InterContinental Presidente,Cancun,Mexico,en
2022-07-28,10,Welcoming and friendly staff; excellent facilities,Warwick Geneva,Geneva,Switzerland,en
2022-07-28,10,Like the kids club best. My kids of 4 and 6 enjoy staying there; which gave us some peaceful time to enjoy food and sunshine.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-28,10,Las instalaciones muy bien; limpio; el hotel excelente. Tardamos en la recepción para el registro; quizá no siempre sea así. El restaurante junto a la playa me encanto; los meceros amables y la comida bien. En la zona VIP son amables pero cada rato revisan las lista para ver si estas en la lista (no me gusto).,InterContinental Presidente,Cancun,Mexico,es
2022-07-27,10,We had a great time! Totally recommend the ocean view master suite was the best room we have ever stayed in! Totally grateful!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-27,10,Great place to stay,InterContinental Presidente,Cancun,Mexico,en
2022-07-27,10,It was better than expected. The receptionist was friendly and efficient. I will come back and I recommend it.,InterContinental Presidente,Cancun,Mexico,en
2022-07-26,10,Sensacional! Best vacation ever! Thanks,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-26,10,Very convenient;  staff so fun; and helpful;  Our  2nd time staying;  will stay again!!!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-26,8,everything was great  the last day we sent some laundry which wasn't  returned ;  so I called and they said my initial deposit had been used up; and I needed to pay or redeposit;  I asked them why they could have called me courteously instead of holding my old underwear hostage; in the laundry dept; by not releasing it;;  some old underwear hostage;  a phone call would have been appreciated;,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-26,6,The food and drink was of much lower quality than I expected.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-26,10,me gustaron las instalaciones y el servicio ; pero cuando fuimos a comer al restaurante del hotel la comida estuvo pésimo y el servicio malísimo ; llegaron con la langosta y el puré de papas media hora después ; en lo personal no los usaría otra ves.,InterContinental Presidente,Cancun,Mexico,es
2022-07-26,10,Beach was beautiful; crystal blue waters,InterContinental Presidente,Cancun,Mexico,en
2022-07-25,8,Our room was clean and quiet; even with the convenient location facing the train station. Enjoyed the breakfast buffet; good selection and reasonable price. One minus - we did not receive a Geneva Transport Card; when inquiring at the desk they said it would have been sent via email; but I did not find anything; including in spam filters.,Warwick Geneva,Geneva,Switzerland,en
2022-07-25,10,Hotel was excellent - great location; clean; comfortable and service very good. Breakfast choices were very good; including cooked options like bacon and scrambled eggs. My only niggle is that we were expecting the restaurant to be open for dinner but it is currently closed and  apparently has been for some time.,Warwick Geneva,Geneva,Switzerland,en
2022-07-25,4,The pool; beach and location is great. However I was extremely disappointed with my overall stay; let me start by stating that the food was terrible; they couldn't even make good breakfast! The entertainment and music was depressing; they keep playing sad music I did not see one person that was in-charge of the entertainment. The room I was in had a leak and the bathrooms had mold. The television did not work and only provided Spanish option channels. Overall; I would not recommend this hotel if you are looking to have a good time and good food.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-25,10,Had a wonderful family vacation and enjoyed every minute! The staff go above and beyond and the food was terrific!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-25,10,After checking in we had a few hiccups; but they were addressed and resolved. staff is very nice and amazing food and atmosphere. would recommend this resort in you are planning to visit Cancun. conveniently located in the heart of the city. will definitely go back to visit.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-25,10,This hotel is run by great and helpful people.  All the staff was extremely nice.  My wife got sick and they helped to arrange for a doctor to come to our room.  They also helped me confirm tour confirmations; and service was EXCELLENT.  Food was good; beach was clean; pool excellent.,InterContinental Presidente,Cancun,Mexico,en
2022-07-25,6,Do NOT stay here if you are looking for an all inclusive ...this hotel does not offer this at all and us quite expensive. However...the grounds are beautiful and well taken care of. Beach is beautiful and clean . Restaurants are expensive on the grounds but good food. Expedia totally screwed me on this trip because i requested an all inclusiive and booked this hotel not knowing until arrival. Lesson learned,InterContinental Presidente,Cancun,Mexico,en
2022-07-25,8,Nice hotel but a little old and outdated; beach is very clean and sargazo free.,InterContinental Presidente,Cancun,Mexico,en
2022-07-24,10,Always a Hyatt member! Love the breakfast bufeet; could  be quicker  with serving coffee but overall perfect location; service ; pool and treadmill;),Hyatt Regency Palais,Nice,France,en
2022-07-24,10,The nice ocean view and the restaurant beside the beach are amazing!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-24,10,We had the best experience ever in The Grand Fiesta Hotel. We will definitely going back next year again. The stuff is very nice and helpful.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-23,4,Check in time was 3; they gave us keys to our room at 5. The keys they gave were keys to a room that already had occupants. They delivered our bags to another random room and could not be located for another extra 2 hours. Terrible service.,Fairmont Monte Carlo,Monaco,France,en
2022-07-23,6,The hotel was very nice. Our room was very clean. The staff very helpful and superb customer service.  The Italian restaurant manager was very nice.  The only thing that I did not enjoy was the selling of the time shares or vacation membership.  I had a choice to not listen to the presentation so that is my fault.  Also; although our room was very clean and the service amazing from turn down service and cleaning every day; my own complaint in the cleanliness would be the hallways.  They did not seemed to have been moped the whole week.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-23,10,Todo excelente,InterContinental Presidente,Cancun,Mexico,es
2022-07-23,8,We didn’t know about any of the activities until our last evening there. Would have loved to take our kids to do some of them. Better communication on amenities when checking in would have been nice. Otherwise it was a lovely hotel and very friendly staff!,InterContinental Presidente,Cancun,Mexico,en
2022-07-22,10,Really great location; the services; front desk they are really great people and always smiling. The restaurant was ok; nothing too fancy.  Need to make reservation; line is long. Overall : was great!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-22,10,Great location; excellent service from the staff ; super food options. You could dine at all their restaurants; easy to get bookings.  Shows available to watch every night. Step right out to experience some island night life so location was great! Staff was consistently attentive.  Pool and beach were perfect. Enough seats; never struggled. For such a big property almost full their did an amazing job!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-22,10,This property is beyond 5 star. The service was unbelievable. Beach; pools; restaurants were all great! You will be happy you chose this place I promise!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-22,10,Excelente ubicación; muy buen servicio; limpieza; la comida esta buena ;la playa hermosa ; en general muy bueno para relajarse,InterContinental Presidente,Cancun,Mexico,es
2022-07-21,2,Upon arrival 2 pm room not ready at 3 either ; then finally after a 20 hour trip the apparent only room had a zillion ants on the floor … took 10 hours to come see then the other room they wanted to put us in was worse than th ant room…. Next day we’re supposed to give us a new room  …. Never called; never checked and bottom line DID NOT CARE  .. don’t worry about the cheap American tourist that booked they Expedia … at 700 dollars A NIGHT….3 nites at a room with ant venom (spray) and noise because of the xonsrruction in front   Noisy ; dirty; with ants All over  …. And VERY EXPENSIVE AND OVER,Fairmont Monte Carlo,Monaco,France,en
2022-07-21,10,An absolutely fantastic hotel. Great location and had everything we wanted and more.,Fairmont Monte Carlo,Monaco,France,en
2022-07-21,8,This hotel is great but my only complaint is the restaurants and food did not meet our expectations; to the point that our best option to eat was to order room service,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-21,10,Excellent customer service! The staff goes above and beyond to meet all of your needs. This hotel is conveniently located but it also has everything you need in the hotel.,InterContinental Presidente,Cancun,Mexico,en
2022-07-21,10,This property has an excellent private beach with turquoise blue water and powdery white sand. The hotel is beautiful; staff was friendly and helpful. It is close to the night life. I would stay here again.,InterContinental Presidente,Cancun,Mexico,en
2022-07-21,10,I  was no satisfying  when I have to cross the street;  it is dangerous since are no traffic lights.,InterContinental Presidente,Cancun,Mexico,en
2022-07-20,2,A/C was broken the whole stay; talked to receptionist at 5PM and around 12AM; both said they will fix it and did not! It was almost 40C outside on that day!,Warwick Geneva,Geneva,Switzerland,en
2022-07-20,8,The pools were amazing! The food choices were delicious. I DI want more entertainment didn’t like the hotel seemed to shut down by 11pm. No more alcohol or food.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-20,10,La mejor atencion como en ningun otro ahi son los mejores,Grand Fiesta Americana,Cancun,Mexico,es
2022-07-19,10,Very nice hotel and staff 👍,Fairmont Monte Carlo,Monaco,France,en
2022-07-19,10,Todo bien,Grand Fiesta Americana,Cancun,Mexico,es
2022-07-19,10,Had a great time!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-19,8,Stayed here for one week. The people at the resort were polite; efficient and lovely. The room was clean and there was daily housekeeping. I am very pleased with the treatment I received and would definitely recommend to people of all ages. While there is not much going on in terms of entertainment; the property is so close to downtown that I still felt like I could party when I wanted to. Gracias!,InterContinental Presidente,Cancun,Mexico,en
2022-07-18,10,Concierge very helpful from stowing bags until room ready to reserving beach lounge chairs at an alternate site b/c contracted site booked up.  Also arranged early AM taxi to airport.  Nice amenity in room was toilet located in separate room from bathing area.  Staff came to our room after check-in to insure all was well with our room.  Superb customer service indeed!,Hyatt Regency Palais,Nice,France,en
2022-07-18,10,The workers there were great very welcoming always attentive to our needs. We not once had to call for housekeeping to stock us up on items because they were on it.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-18,4,Foods was not good. Infinite club level was not worth the money.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-18,10,This hotel met all our expectations and more. From the moment we entered the resort we were treated like Royalties. My husband and I were pampered and well taken care the entire stay. We were there for our wedding Anniversary and they definitely made it a special and memorable one. Can't wait to visit again with our kids next year. A huge thanks to Maribel one of the reservation consultant who made sure everything was planned smoothly.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-18,10,Loved the amenties; food; cleanliness and hospitality!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-18,10,Very nice place to relax,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-18,10,It was a great vacation. The service and the food was excellent! Definetly I would recommend this resorts to family and friend; and I have a plan to came back for next vacation!!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-17,10,Amazing…everything was perfect,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-17,10,Really enjoyed the whole resort! Staff; cleanliness; food; view of the ocean and pool. Very nice touch that in every restaurant -  live music and different deserts in every place.  Highly recommended.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-17,10,We enjoyed our stay and the food was delicious.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-16,2,不喜欢，服务不好，食物很差,Grand Fiesta Americana,Cancun,Mexico,zh
2022-07-16,10,el servicio del personal; meseros en los restaurantes y el gerente de playa excepcional; ahora en recepcion no son tan atentos y amables como deberia de ser; las camareras su servicio es genial; me voy satisfecha una vez mas de este paraiso,InterContinental Presidente,Cancun,Mexico,es
2022-07-16,10,Las bebidas un poco caras pero todo al 100,InterContinental Presidente,Cancun,Mexico,es
2022-07-15,4,Very old and outdated. Good location but not worth the price. I wouldn’t stay here again. Would rather pay more and stay in a nicer hotel. Beach is not part of the hotel. They only rent chairs there.,Fairmont Monte Carlo,Monaco,France,en
2022-07-15,10,Excellent hotel,Warwick Geneva,Geneva,Switzerland,en
2022-07-15,10,The staff;beach;food was excellent !!!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-15,10,Like the ocean view suite. Very close to the night life. Beach was very pretty. Love the Resort. The ambience everything. People was very friendly; kind and nice.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-14,8,The best two things about the hotel are the concierge especially Mr Brice and Mr Greg they were very helpful and kind; and the location ofcourse.,Hyatt Regency Palais,Nice,France,en
2022-07-14,10,Excellent location beautiful I love it,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-14,10,Great stay,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-14,8,Welcoming and friendly staff. Clean resort overall. Nicest beach in the hotel zone that we've been to. Awesome and hardworking servers by the pool and beach. Nicasio and Miguel of Le Basilic were great. Buffet needs more options and more nightly entertainment would be nice.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-14,8,Hotel bonito pero la comida de los restaurantes es excesivamente cara y es muy poquita,InterContinental Presidente,Cancun,Mexico,es
2022-07-14,10,Amazing hotel! Great service/staff. Very accomodating. Lovely beach and our room had everything we needed!,InterContinental Presidente,Cancun,Mexico,en
2022-07-13,8,Hotel was great with respect to location to the Cornavin train station. There is a lot of restaurants and shops within walking distance. The hotel concierge gave me a card for free public transportation (you have to ask for it); but the card lets you take any bus; tram; train; etc. for free! The only negative experience with the Warwick Geneva is that the AC is not really good. There's no number indicating the temperature of the room; and it's not clear which way you should actually turn the dial. The room would have been great if I was able to make the room a bit cooler. It's a bit surprising that such a nice hotel has such an antiquated AC unit.,Warwick Geneva,Geneva,Switzerland,en
2022-07-13,10,Everything  was great!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-13,8,I vicited this property in december 2021 and the service was slightly beter; probably because they had a few more employees.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-13,10,I love this place and wonderful services. My recommendation for people to take a book and enjoy your vacation,InterContinental Presidente,Cancun,Mexico,en
2022-07-13,10,Excelente hotel com uma praia linda,InterContinental Presidente,Cancun,Mexico,pt
2022-07-12,2,The most terrible hotel in my life. The toilet was not flushed; so used toilet paper was in there. The hair dryer was not working. Some of electricity outlets were not working. Room was small. Only one thing I liked was 1-min distance from the main station.,Warwick Geneva,Geneva,Switzerland,en
2022-07-12,10,Me ofrecieron una Master suite donde estuvimos muy cómodos. Excelente servicio y gran amabilidad del personal.,Grand Fiesta Americana,Cancun,Mexico,es
2022-07-12,10,Very nice staffs; good foods; nice beach. But Not much fruits;,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-12,10,Nice clean hotel with friendly helpful staff.,InterContinental Presidente,Cancun,Mexico,en
2022-07-12,8,Great pools and beach area.  Well maintained by friendly and prompt staff.  Clean; clean everywhere.,InterContinental Presidente,Cancun,Mexico,en
2022-07-11,10,Excelente lugar,Fairmont Monte Carlo,Monaco,France,es
2022-07-11,10,Outstanding service. Exceeded our expectations. Wonderful staff. Stayed in a Riviera suite which was spacious; however bathroom was small. Negatives about the room would be lack of power points near bed and mirror.,Fairmont Monte Carlo,Monaco,France,en
2022-07-11,10,The best all day inclusive resort I've been to. The Spa was amazing and the location spectacular,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-11,10,Fantastic service and food!  Beautiful beach and pool and hotel. 5 stars!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-11,10,The resort was very well kept and the staff was very friendly and acomidatiing.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-11,10,Beautiful beach and friendly staff. Lots of food option and amazing sunset. Can't wait to go back!,InterContinental Presidente,Cancun,Mexico,en
2022-07-10,10,Everything was great!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-10,4,I thought it was all inclusive,InterContinental Presidente,Cancun,Mexico,en
2022-07-09,10,Concierge was wonderful! Very helpful; knowledgeable and made us feel very welcome.,barriere-le-majestic,Cannes,France,en
